"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Upper B","5 Mai 2026, 07:34","5 Mai 2026, 08:44","","Extensão de Tríceps na Polia (Máquina)",,"",0,"warmup",13.75,8,,,
"Upper B","5 Mai 2026, 07:34","5 Mai 2026, 08:44","","Extensão de Tríceps na Polia (Máquina)",,"",1,"warmup",21.25,6,,,
"Upper B","5 Mai 2026, 07:34","5 Mai 2026, 08:44","","Extensão de Tríceps na Polia (Máquina)",,"",2,"failure",28.75,10,,,
"Upper B","5 Mai 2026, 07:34","5 Mai 2026, 08:44","","Extensão de Tríceps na Polia (Máquina)",,"",3,"failure",31.8,7,,,
"Upper B","5 Mai 2026, 07:34","5 Mai 2026, 08:44","","Rosca Direta na Polia",,"",0,"warmup",16.25,8,,,
"Upper B","5 Mai 2026, 07:34","5 Mai 2026, 08:44","","Rosca Direta na Polia",,"",1,"warmup",18.75,6,,,
"Upper B","5 Mai 2026, 07:34","5 Mai 2026, 08:44","","Rosca Direta na Polia",,"",2,"failure",26.25,9,,,
"Upper B","5 Mai 2026, 07:34","5 Mai 2026, 08:44","","Rosca Direta na Polia",,"",3,"failure",26.8,8,,,
"Upper B","5 Mai 2026, 07:34","5 Mai 2026, 08:44","","Abdominal Na Máquina",,"",0,"warmup",50,8,,,
"Upper B","5 Mai 2026, 07:34","5 Mai 2026, 08:44","","Abdominal Na Máquina",,"",1,"warmup",65,6,,,
"Upper B","5 Mai 2026, 07:34","5 Mai 2026, 08:44","","Abdominal Na Máquina",,"",2,"failure",72.5,7,,,
"Upper B","5 Mai 2026, 07:34","5 Mai 2026, 08:44","","Remada Baixa Iso-Lateral",,"",0,"warmup",20,7,,,
"Upper B","5 Mai 2026, 07:34","5 Mai 2026, 08:44","","Remada Baixa Iso-Lateral",,"",1,"warmup",30,6,,,
"Upper B","5 Mai 2026, 07:34","5 Mai 2026, 08:44","","Remada Baixa Iso-Lateral",,"",2,"failure",35,10,,,
"Upper B","5 Mai 2026, 07:34","5 Mai 2026, 08:44","","Desenvolvimento (Halter)",,"",0,"warmup",28,7,,,
"Upper B","5 Mai 2026, 07:34","5 Mai 2026, 08:44","","Desenvolvimento (Halter)",,"",1,"warmup",32,4,,,
"Upper B","5 Mai 2026, 07:34","5 Mai 2026, 08:44","","Desenvolvimento (Halter)",,"",2,"failure",36,7,,,
"Upper B","5 Mai 2026, 07:34","5 Mai 2026, 08:44","","Desenvolvimento (Halter)",,"",3,"failure",36,5,,,
"Upper A","2 Mai 2026, 10:48","2 Mai 2026, 12:02","","Máquina De Fundos Sentado",,"",0,"warmup",50,8,,,
"Upper A","2 Mai 2026, 10:48","2 Mai 2026, 12:02","","Máquina De Fundos Sentado",,"",1,"warmup",65,6,,,
"Upper A","2 Mai 2026, 10:48","2 Mai 2026, 12:02","","Máquina De Fundos Sentado",,"",2,"warmup",72.5,3,,,
"Upper A","2 Mai 2026, 10:48","2 Mai 2026, 12:02","","Máquina De Fundos Sentado",,"",3,"failure",95,8,,,
"Upper A","2 Mai 2026, 10:48","2 Mai 2026, 12:02","","Máquina De Fundos Sentado",,"",4,"failure",95,5,,,
"Upper A","2 Mai 2026, 10:48","2 Mai 2026, 12:02","","Rosca Direta (Halter)",,"",0,"warmup",7,10,,,
"Upper A","2 Mai 2026, 10:48","2 Mai 2026, 12:02","","Rosca Direta (Halter)",,"",1,"warmup",8,7,,,
"Upper A","2 Mai 2026, 10:48","2 Mai 2026, 12:02","","Rosca Direta (Halter)",,"",2,"failure",10,12,,,
"Upper A","2 Mai 2026, 10:48","2 Mai 2026, 12:02","","Rosca Direta (Halter)",,"",3,"failure",12,10,,,
"Upper A","2 Mai 2026, 10:48","2 Mai 2026, 12:02","","Rosca Direta (Halter)",,"",4,"failure",14,3,,,
"Upper A","2 Mai 2026, 10:48","2 Mai 2026, 12:02","","Extensão Lombar Maquina",,"",0,"warmup",65,8,,,
"Upper A","2 Mai 2026, 10:48","2 Mai 2026, 12:02","","Extensão Lombar Maquina",,"",1,"warmup",80,7,,,
"Upper A","2 Mai 2026, 10:48","2 Mai 2026, 12:02","","Extensão Lombar Maquina",,"",2,"failure",102.5,6,,,
"Upper A","2 Mai 2026, 10:48","2 Mai 2026, 12:02","","Elevação Lateral Unilateral (Cabo)",,"Com caneleira perto do cotovelo",0,"warmup",2.5,10,,,
"Upper A","2 Mai 2026, 10:48","2 Mai 2026, 12:02","","Elevação Lateral Unilateral (Cabo)",,"Com caneleira perto do cotovelo",1,"failure",10,10,,,
"Upper A","2 Mai 2026, 10:48","2 Mai 2026, 12:02","","Elevação Lateral Unilateral (Cabo)",,"Com caneleira perto do cotovelo",2,"failure",10,10,,,
"Upper A","2 Mai 2026, 10:48","2 Mai 2026, 12:02","","Barra Fixa Pronada Assistida",,"",0,"warmup",54,8,,,
"Upper A","2 Mai 2026, 10:48","2 Mai 2026, 12:02","","Barra Fixa Pronada Assistida",,"",1,"warmup",47,8,,,
"Upper A","2 Mai 2026, 10:48","2 Mai 2026, 12:02","","Barra Fixa Pronada Assistida",,"",2,"failure",40,8,,,
"Upper B","28 Abr 2026, 10:22","28 Abr 2026, 11:44","","Extensão de Tríceps na Polia (Máquina)",,"",0,"warmup",16.8,8,,,
"Upper B","28 Abr 2026, 10:22","28 Abr 2026, 11:44","","Extensão de Tríceps na Polia (Máquina)",,"",1,"warmup",21.28,8,,,
"Upper B","28 Abr 2026, 10:22","28 Abr 2026, 11:44","","Extensão de Tríceps na Polia (Máquina)",,"",2,"failure",31.25,8,,,
"Upper B","28 Abr 2026, 10:22","28 Abr 2026, 11:44","","Extensão de Tríceps na Polia (Máquina)",,"",3,"failure",31.25,10,,,
"Upper B","28 Abr 2026, 10:22","28 Abr 2026, 11:44","","Extensão de Tríceps na Polia (Máquina)",,"",4,"warmup",28.75,3,,,
"Upper B","28 Abr 2026, 10:22","28 Abr 2026, 11:44","","Rosca Direta na Polia",,"",0,"warmup",13.75,8,,,
"Upper B","28 Abr 2026, 10:22","28 Abr 2026, 11:44","","Rosca Direta na Polia",,"",1,"warmup",16.25,6,,,
"Upper B","28 Abr 2026, 10:22","28 Abr 2026, 11:44","","Rosca Direta na Polia",,"",2,"failure",26.25,10,,,
"Upper B","28 Abr 2026, 10:22","28 Abr 2026, 11:44","","Rosca Direta na Polia",,"",3,"failure",26.8,8,,,
"Upper B","28 Abr 2026, 10:22","28 Abr 2026, 11:44","","Rosca Direta na Polia",,"",4,"warmup",21.25,3,,,
"Upper B","28 Abr 2026, 10:22","28 Abr 2026, 11:44","","Abdominal Na Máquina",,"",0,"warmup",50,8,,,
"Upper B","28 Abr 2026, 10:22","28 Abr 2026, 11:44","","Abdominal Na Máquina",,"",1,"warmup",57.5,5,,,
"Upper B","28 Abr 2026, 10:22","28 Abr 2026, 11:44","","Abdominal Na Máquina",,"",2,"failure",72.5,7,,,
"Upper B","28 Abr 2026, 10:22","28 Abr 2026, 11:44","","Abdominal Na Máquina",,"",3,"failure",75,5,,,
"Upper B","28 Abr 2026, 10:22","28 Abr 2026, 11:44","","Abdominal Na Máquina",,"",4,"warmup",65,3,,,
"Upper B","28 Abr 2026, 10:22","28 Abr 2026, 11:44","","Remadas Iso-Lateral (Máquina)",,"",0,"warmup",42.5,6,,,
"Upper B","28 Abr 2026, 10:22","28 Abr 2026, 11:44","","Remadas Iso-Lateral (Máquina)",,"",1,"warmup",57.5,5,,,
"Upper B","28 Abr 2026, 10:22","28 Abr 2026, 11:44","","Desenvolvimento (Halter)",,"",0,"warmup",20,6,,,
"Upper B","28 Abr 2026, 10:22","28 Abr 2026, 11:44","","Desenvolvimento (Halter)",,"",1,"warmup",24,6,,,
"Upper B","28 Abr 2026, 10:22","28 Abr 2026, 11:44","","Desenvolvimento (Halter)",,"",2,"warmup",28,4,,,
"Upper B","28 Abr 2026, 10:22","28 Abr 2026, 11:44","","Desenvolvimento (Halter)",,"",3,"failure",36,7,,,
"Upper B","28 Abr 2026, 10:22","28 Abr 2026, 11:44","","Desenvolvimento (Halter)",,"",4,"failure",36,6,,,
"Upper A","17 Abr 2026, 12:36","17 Abr 2026, 15:54","","Máquina De Fundos Sentado",,"",0,"warmup",50,8,,,
"Upper A","17 Abr 2026, 12:36","17 Abr 2026, 15:54","","Máquina De Fundos Sentado",,"",1,"warmup",65,6,,,
"Upper A","17 Abr 2026, 12:36","17 Abr 2026, 15:54","","Máquina De Fundos Sentado",,"",2,"warmup",72.5,3,,,
"Upper A","17 Abr 2026, 12:36","17 Abr 2026, 15:54","","Máquina De Fundos Sentado",,"",3,"failure",87.5,10,,,
"Upper A","17 Abr 2026, 12:36","17 Abr 2026, 15:54","","Máquina De Fundos Sentado",,"",4,"failure",95,12,,,
"Upper A","17 Abr 2026, 12:36","17 Abr 2026, 15:54","","Rosca Direta (Halter)",,"",0,"warmup",7,10,,,
"Upper A","17 Abr 2026, 12:36","17 Abr 2026, 15:54","","Rosca Direta (Halter)",,"",1,"warmup",10,6,,,
"Upper A","17 Abr 2026, 12:36","17 Abr 2026, 15:54","","Rosca Direta (Halter)",,"",2,"failure",12,8,,,
"Upper A","17 Abr 2026, 12:36","17 Abr 2026, 15:54","","Rosca Direta (Halter)",,"",3,"failure",12,8,,,
"Upper A","17 Abr 2026, 12:36","17 Abr 2026, 15:54","","Abdominal Na Máquina",,"",0,"warmup",50,8,,,
"Upper A","17 Abr 2026, 12:36","17 Abr 2026, 15:54","","Abdominal Na Máquina",,"",1,"warmup",57.5,6,,,
"Upper A","17 Abr 2026, 12:36","17 Abr 2026, 15:54","","Abdominal Na Máquina",,"",2,"failure",80,8,,,
"Upper A","17 Abr 2026, 12:36","17 Abr 2026, 15:54","","Abdominal Na Máquina",,"",3,"failure",85,6,,,
"Upper A","17 Abr 2026, 12:36","17 Abr 2026, 15:54","","Elevação Lateral Unilateral (Cabo)",,"",0,"warmup",3.75,6,,,
"Upper A","17 Abr 2026, 12:36","17 Abr 2026, 15:54","","Elevação Lateral Unilateral (Cabo)",,"",1,"failure",6.25,7,,,
"Lower B","16 Abr 2026, 08:36","16 Abr 2026, 10:02","","Cadeira Flexora (Máquina)",,"",0,"warmup",42.5,8,,,
"Lower B","16 Abr 2026, 08:36","16 Abr 2026, 10:02","","Cadeira Flexora (Máquina)",,"",1,"warmup",50,5,,,
"Lower B","16 Abr 2026, 08:36","16 Abr 2026, 10:02","","Cadeira Flexora (Máquina)",,"",2,"normal",60,7,,,
"Lower B","16 Abr 2026, 08:36","16 Abr 2026, 10:02","","Cadeira Flexora (Máquina)",,"",3,"failure",60,6,,,
"Lower B","16 Abr 2026, 08:36","16 Abr 2026, 10:02","","Elevação Pélvica (Barra)",,"",0,"warmup",120,8,,,
"Lower B","16 Abr 2026, 08:36","16 Abr 2026, 10:02","","Elevação Pélvica (Barra)",,"",1,"warmup",140,6,,,
"Lower B","16 Abr 2026, 08:36","16 Abr 2026, 10:02","","Elevação Pélvica (Barra)",,"",2,"warmup",160,3,,,
"Lower B","16 Abr 2026, 08:36","16 Abr 2026, 10:02","","Elevação Pélvica (Barra)",,"",3,"failure",200,8,,,
"Lower B","16 Abr 2026, 08:36","16 Abr 2026, 10:02","","Elevação Pélvica (Barra)",,"",4,"failure",200,8,,,
"Lower B","16 Abr 2026, 08:36","16 Abr 2026, 10:02","","Cadeira Extensora (Máquina)",,"",0,"warmup",50,5,,,
"Lower B","16 Abr 2026, 08:36","16 Abr 2026, 10:02","","Cadeira Extensora (Máquina)",,"",1,"warmup",57.5,4,,,
"Lower B","16 Abr 2026, 08:36","16 Abr 2026, 10:02","","Cadeira Extensora (Máquina)",,"",2,"failure",80,5,,,
"Lower B","16 Abr 2026, 08:36","16 Abr 2026, 10:02","","Cadeira Extensora (Máquina)",,"",3,"failure",87.5,6,,,
"Lower B","16 Abr 2026, 08:36","16 Abr 2026, 10:02","","Hiperextensão De Quadril",,"",0,"warmup",13.75,8,,,
"Lower B","16 Abr 2026, 08:36","16 Abr 2026, 10:02","","Hiperextensão De Quadril",,"",1,"warmup",17.5,6,,,
"Lower B","16 Abr 2026, 08:36","16 Abr 2026, 10:02","","Hiperextensão De Quadril",,"",2,"failure",23.75,8,,,
"Lower B","16 Abr 2026, 08:36","16 Abr 2026, 10:02","","Hiperextensão De Quadril",,"",3,"failure",23.75,8,,,
"Lower B","16 Abr 2026, 08:36","16 Abr 2026, 10:02","","Cadeira Adutora (Máquina)",,"",0,"warmup",50,10,,,
"Lower B","16 Abr 2026, 08:36","16 Abr 2026, 10:02","","Cadeira Adutora (Máquina)",,"",1,"warmup",72.5,7,,,
"Lower B","16 Abr 2026, 08:36","16 Abr 2026, 10:02","","Cadeira Adutora (Máquina)",,"",2,"warmup",95,3,,,
"Lower B","16 Abr 2026, 08:36","16 Abr 2026, 10:02","","Cadeira Adutora (Máquina)",,"",3,"failure",102.5,2,,,
"Upper B","14 Abr 2026, 09:05","14 Abr 2026, 10:35","","Extensão de Tríceps na Polia (Máquina)",,"",0,"warmup",16.25,10,,,
"Upper B","14 Abr 2026, 09:05","14 Abr 2026, 10:35","","Extensão de Tríceps na Polia (Máquina)",,"",1,"warmup",23.25,6,,,
"Upper B","14 Abr 2026, 09:05","14 Abr 2026, 10:35","","Extensão de Tríceps na Polia (Máquina)",,"",2,"failure",31.25,8,,,
"Upper B","14 Abr 2026, 09:05","14 Abr 2026, 10:35","","Extensão de Tríceps na Polia (Máquina)",,"",3,"failure",31.8,9,,,
"Upper B","14 Abr 2026, 09:05","14 Abr 2026, 10:35","","Rosca Direta na Polia",,"",0,"warmup",16.25,8,,,
"Upper B","14 Abr 2026, 09:05","14 Abr 2026, 10:35","","Rosca Direta na Polia",,"",1,"warmup",18.75,5,,,
"Upper B","14 Abr 2026, 09:05","14 Abr 2026, 10:35","","Rosca Direta na Polia",,"",2,"failure",26.25,7,,,
"Upper B","14 Abr 2026, 09:05","14 Abr 2026, 10:35","","Rosca Direta na Polia",,"",3,"failure",26.25,10,,,
"Upper B","14 Abr 2026, 09:05","14 Abr 2026, 10:35","","Abdominal Na Máquina",,"",0,"warmup",42.5,8,,,
"Upper B","14 Abr 2026, 09:05","14 Abr 2026, 10:35","","Abdominal Na Máquina",,"",1,"warmup",50,8,,,
"Upper B","14 Abr 2026, 09:05","14 Abr 2026, 10:35","","Abdominal Na Máquina",,"",2,"failure",72.5,10,,,
"Upper B","14 Abr 2026, 09:05","14 Abr 2026, 10:35","","Abdominal Na Máquina",,"",3,"failure",75,7,,,
"Upper B","14 Abr 2026, 09:05","14 Abr 2026, 10:35","","Remadas Iso-Lateral (Máquina)",,"",0,"warmup",42.5,7,,,
"Upper B","14 Abr 2026, 09:05","14 Abr 2026, 10:35","","Remadas Iso-Lateral (Máquina)",,"",1,"warmup",55,6,,,
"Upper B","14 Abr 2026, 09:05","14 Abr 2026, 10:35","","Remadas Iso-Lateral (Máquina)",,"",2,"warmup",55,3,,,
"Upper B","14 Abr 2026, 09:05","14 Abr 2026, 10:35","","Remadas Iso-Lateral (Máquina)",,"",3,"failure",67.5,6,,,
"Upper B","14 Abr 2026, 09:05","14 Abr 2026, 10:35","","Remadas Iso-Lateral (Máquina)",,"",4,"failure",67.5,6,,,
"Upper B","14 Abr 2026, 09:05","14 Abr 2026, 10:35","","Desenvolvimento (Halter)",,"",0,"warmup",24,8,,,
"Upper B","14 Abr 2026, 09:05","14 Abr 2026, 10:35","","Desenvolvimento (Halter)",,"",1,"warmup",28,6,,,
"Upper B","14 Abr 2026, 09:05","14 Abr 2026, 10:35","","Desenvolvimento (Halter)",,"",2,"failure",36,6,,,
"Upper B","14 Abr 2026, 09:05","14 Abr 2026, 10:35","","Desenvolvimento (Halter)",,"",3,"failure",36,5,,,
"Upper B","14 Abr 2026, 09:05","14 Abr 2026, 10:35","","Desenvolvimento (Halter)",,"",4,"failure",36,5,,,
"Lower A","13 Abr 2026, 09:42","13 Abr 2026, 11:12","","Mesa Flexora (Máquina)",,"",0,"warmup",20,8,,,
"Lower A","13 Abr 2026, 09:42","13 Abr 2026, 11:12","","Mesa Flexora (Máquina)",,"",1,"warmup",35,5,,,
"Lower A","13 Abr 2026, 09:42","13 Abr 2026, 11:12","","Mesa Flexora (Máquina)",,"",2,"failure",50,6,,,
"Lower A","13 Abr 2026, 09:42","13 Abr 2026, 11:12","","Mesa Flexora (Máquina)",,"",3,"failure",50,5,,,
"Lower A","13 Abr 2026, 09:42","13 Abr 2026, 11:12","","Cadeira Abdutora (Máquina)",,"",0,"warmup",57.5,10,,,
"Lower A","13 Abr 2026, 09:42","13 Abr 2026, 11:12","","Cadeira Abdutora (Máquina)",,"",1,"warmup",72.5,7,,,
"Lower A","13 Abr 2026, 09:42","13 Abr 2026, 11:12","","Cadeira Abdutora (Máquina)",,"",2,"failure",110,12,,,
"Lower A","13 Abr 2026, 09:42","13 Abr 2026, 11:12","","Cadeira Abdutora (Máquina)",,"",3,"failure",117.5,10,,,
"Lower A","13 Abr 2026, 09:42","13 Abr 2026, 11:12","","Extensão Lombar Maquina",,"",0,"warmup",65,9,,,
"Lower A","13 Abr 2026, 09:42","13 Abr 2026, 11:12","","Extensão Lombar Maquina",,"",1,"warmup",80,7,,,
"Lower A","13 Abr 2026, 09:42","13 Abr 2026, 11:12","","Extensão Lombar Maquina",,"",2,"warmup",87.5,5,,,
"Lower A","13 Abr 2026, 09:42","13 Abr 2026, 11:12","","Extensão Lombar Maquina",,"",3,"failure",102.5,8,,,
"Lower A","13 Abr 2026, 09:42","13 Abr 2026, 11:12","","Extensão Lombar Maquina",,"",4,"failure",102.5,10,,,
"Lower A","13 Abr 2026, 09:42","13 Abr 2026, 11:12","","Abdução De Quadril No Cabo",,"",0,"warmup",6.25,8,,,
"Lower A","13 Abr 2026, 09:42","13 Abr 2026, 11:12","","Abdução De Quadril No Cabo",,"",1,"warmup",8.75,7,,,
"Lower A","13 Abr 2026, 09:42","13 Abr 2026, 11:12","","Abdução De Quadril No Cabo",,"",2,"failure",13.75,5,,,
"Lower A","13 Abr 2026, 09:42","13 Abr 2026, 11:12","","Cadeira Extensora (Máquina)",,"",0,"warmup",57.5,6,,,
"Lower A","13 Abr 2026, 09:42","13 Abr 2026, 11:12","","Cadeira Extensora (Máquina)",,"",1,"warmup",65,5,,,
"Lower A","13 Abr 2026, 09:42","13 Abr 2026, 11:12","","Cadeira Extensora (Máquina)",,"",2,"failure",95,8,,,
"Lower A","13 Abr 2026, 09:42","13 Abr 2026, 11:12","","Cadeira Extensora (Máquina)",,"",3,"failure",97.5,6,,,
"Lower A","13 Abr 2026, 09:42","13 Abr 2026, 11:12","","Elevação de Panturrilha Sentado (Máquina)",,"",0,"warmup",20,8,,,
"Lower A","13 Abr 2026, 09:42","13 Abr 2026, 11:12","","Elevação de Panturrilha Sentado (Máquina)",,"",1,"warmup",40,8,,,
"Lower A","13 Abr 2026, 09:42","13 Abr 2026, 11:12","","Elevação de Panturrilha Sentado (Máquina)",,"",2,"failure",45,8,,,
"Lower B","10 Abr 2026, 11:01","10 Abr 2026, 12:50","","Cadeira Flexora (Máquina)",,"",0,"warmup",35,8,,,
"Lower B","10 Abr 2026, 11:01","10 Abr 2026, 12:50","","Cadeira Flexora (Máquina)",,"",1,"warmup",40,6,,,
"Lower B","10 Abr 2026, 11:01","10 Abr 2026, 12:50","","Cadeira Flexora (Máquina)",,"",2,"warmup",50,3,,,
"Lower B","10 Abr 2026, 11:01","10 Abr 2026, 12:50","","Cadeira Flexora (Máquina)",,"",3,"failure",60,9,,,
"Lower B","10 Abr 2026, 11:01","10 Abr 2026, 12:50","","Cadeira Flexora (Máquina)",,"",4,"failure",60,8,,,
"Lower B","10 Abr 2026, 11:01","10 Abr 2026, 12:50","","Elevação Pélvica (Barra)",,"20s + falha",0,"warmup",80,8,,,
"Lower B","10 Abr 2026, 11:01","10 Abr 2026, 12:50","","Elevação Pélvica (Barra)",,"20s + falha",1,"warmup",120,6,,,
"Lower B","10 Abr 2026, 11:01","10 Abr 2026, 12:50","","Elevação Pélvica (Barra)",,"20s + falha",2,"warmup",160,3,,,
"Lower B","10 Abr 2026, 11:01","10 Abr 2026, 12:50","","Elevação Pélvica (Barra)",,"20s + falha",3,"failure",180,14,,,
"Lower B","10 Abr 2026, 11:01","10 Abr 2026, 12:50","","Elevação Pélvica (Barra)",,"20s + falha",4,"failure",200,10,,,8.5
"Lower B","10 Abr 2026, 11:01","10 Abr 2026, 12:50","","Cadeira Extensora (Máquina)",,"",0,"warmup",50,7,,,
"Lower B","10 Abr 2026, 11:01","10 Abr 2026, 12:50","","Cadeira Extensora (Máquina)",,"",1,"warmup",57.5,6,,,
"Lower B","10 Abr 2026, 11:01","10 Abr 2026, 12:50","","Cadeira Extensora (Máquina)",,"",2,"failure",95,7,,,
"Lower B","10 Abr 2026, 11:01","10 Abr 2026, 12:50","","Cadeira Extensora (Máquina)",,"",3,"failure",95,9,,,
"Lower B","10 Abr 2026, 11:01","10 Abr 2026, 12:50","","Cadeira Extensora (Máquina)",,"",4,"warmup",80,3,,,
"Lower B","10 Abr 2026, 11:01","10 Abr 2026, 12:50","","Hiperextensão De Quadril",,"",0,"warmup",6.25,10,,,
"Lower B","10 Abr 2026, 11:01","10 Abr 2026, 12:50","","Hiperextensão De Quadril",,"",1,"warmup",13.75,6,,,
"Lower B","10 Abr 2026, 11:01","10 Abr 2026, 12:50","","Hiperextensão De Quadril",,"",2,"failure",21.25,10,,,10
"Lower B","10 Abr 2026, 11:01","10 Abr 2026, 12:50","","Hiperextensão De Quadril",,"",3,"failure",23.75,7,,,
"Lower B","10 Abr 2026, 11:01","10 Abr 2026, 12:50","","Cadeira Adutora (Máquina)",,"",0,"warmup",72.5,8,,,
"Lower B","10 Abr 2026, 11:01","10 Abr 2026, 12:50","","Cadeira Adutora (Máquina)",,"",1,"warmup",80,6,,,
"Lower B","10 Abr 2026, 11:01","10 Abr 2026, 12:50","","Cadeira Adutora (Máquina)",,"",2,"failure",102.5,8,,,
"Lower B","10 Abr 2026, 11:01","10 Abr 2026, 12:50","","Cadeira Adutora (Máquina)",,"",3,"failure",102.5,5,,,
"Lower B","10 Abr 2026, 11:01","10 Abr 2026, 12:50","","Elevação de Panturrilha Sentado (Máquina)",,"",0,"normal",20,8,,,
"Lower B","10 Abr 2026, 11:01","10 Abr 2026, 12:50","","Elevação de Panturrilha Sentado (Máquina)",,"",1,"normal",40,8,,,
"Lower B","10 Abr 2026, 11:01","10 Abr 2026, 12:50","","Elevação de Panturrilha Sentado (Máquina)",,"",2,"normal",45,6,,,
"Upper B","8 Abr 2026, 12:41","8 Abr 2026, 13:58","","Extensão de Tríceps na Polia (Máquina)",,"",0,"warmup",16.25,8,,,
"Upper B","8 Abr 2026, 12:41","8 Abr 2026, 13:58","","Extensão de Tríceps na Polia (Máquina)",,"",1,"warmup",23.25,6,,,
"Upper B","8 Abr 2026, 12:41","8 Abr 2026, 13:58","","Extensão de Tríceps na Polia (Máquina)",,"",2,"failure",31.25,8,,,
"Upper B","8 Abr 2026, 12:41","8 Abr 2026, 13:58","","Extensão de Tríceps na Polia (Máquina)",,"",3,"failure",31.25,8,,,
"Upper B","8 Abr 2026, 12:41","8 Abr 2026, 13:58","","Rosca Direta na Polia",,"",0,"warmup",16.25,6,,,
"Upper B","8 Abr 2026, 12:41","8 Abr 2026, 13:58","","Rosca Direta na Polia",,"",1,"warmup",18.75,5,,,
"Upper B","8 Abr 2026, 12:41","8 Abr 2026, 13:58","","Rosca Direta na Polia",,"",2,"failure",26.25,7,,,
"Upper B","8 Abr 2026, 12:41","8 Abr 2026, 13:58","","Rosca Direta na Polia",,"",3,"failure",26.25,8,,,
"Upper B","8 Abr 2026, 12:41","8 Abr 2026, 13:58","","Abdominal Na Máquina",,"",0,"warmup",42.5,9,,,
"Upper B","8 Abr 2026, 12:41","8 Abr 2026, 13:58","","Abdominal Na Máquina",,"",1,"warmup",50,8,,,
"Upper B","8 Abr 2026, 12:41","8 Abr 2026, 13:58","","Abdominal Na Máquina",,"",2,"failure",72.5,7,,,
"Upper B","8 Abr 2026, 12:41","8 Abr 2026, 13:58","","Abdominal Na Máquina",,"",3,"failure",72.5,8,,,
"Upper B","8 Abr 2026, 12:41","8 Abr 2026, 13:58","","Abdominal Na Máquina",,"",4,"warmup",57.5,3,,,
"Upper B","8 Abr 2026, 12:41","8 Abr 2026, 13:58","","Remadas Iso-Lateral (Máquina)",,"",0,"warmup",42.5,7,,,
"Upper B","8 Abr 2026, 12:41","8 Abr 2026, 13:58","","Remadas Iso-Lateral (Máquina)",,"",1,"warmup",55,5,,,
"Upper B","8 Abr 2026, 12:41","8 Abr 2026, 13:58","","Remadas Iso-Lateral (Máquina)",,"",2,"failure",67.5,7,,,
"Upper B","8 Abr 2026, 12:41","8 Abr 2026, 13:58","","Desenvolvimento (Halter)",,"",0,"warmup",24,8,,,
"Upper B","8 Abr 2026, 12:41","8 Abr 2026, 13:58","","Desenvolvimento (Halter)",,"",1,"warmup",28,6,,,
"Upper B","8 Abr 2026, 12:41","8 Abr 2026, 13:58","","Desenvolvimento (Halter)",,"",2,"failure",36,7,,,
"Upper B","8 Abr 2026, 12:41","8 Abr 2026, 13:58","","Desenvolvimento (Halter)",,"",3,"failure",36,6,,,
"Lower A","6 Abr 2026, 11:47","6 Abr 2026, 13:16","","Cadeira Abdutora (Máquina)",,"",0,"warmup",57.5,10,,,
"Lower A","6 Abr 2026, 11:47","6 Abr 2026, 13:16","","Cadeira Abdutora (Máquina)",,"",1,"warmup",72.5,6,,,
"Lower A","6 Abr 2026, 11:47","6 Abr 2026, 13:16","","Cadeira Abdutora (Máquina)",,"",2,"failure",110,12,,,
"Lower A","6 Abr 2026, 11:47","6 Abr 2026, 13:16","","Cadeira Abdutora (Máquina)",,"",3,"failure",117.5,9,,,
"Lower A","6 Abr 2026, 11:47","6 Abr 2026, 13:16","","Mesa Flexora (Máquina)",,"20s descanso",0,"warmup",20,8,,,
"Lower A","6 Abr 2026, 11:47","6 Abr 2026, 13:16","","Mesa Flexora (Máquina)",,"20s descanso",1,"warmup",35,6,,,
"Lower A","6 Abr 2026, 11:47","6 Abr 2026, 13:16","","Mesa Flexora (Máquina)",,"20s descanso",2,"failure",50,9,,,
"Lower A","6 Abr 2026, 11:47","6 Abr 2026, 13:16","","Mesa Flexora (Máquina)",,"20s descanso",3,"failure",52.5,6,,,
"Lower A","6 Abr 2026, 11:47","6 Abr 2026, 13:16","","Extensão Lombar Maquina",,"",0,"warmup",65,8,,,
"Lower A","6 Abr 2026, 11:47","6 Abr 2026, 13:16","","Extensão Lombar Maquina",,"",1,"warmup",80,6,,,
"Lower A","6 Abr 2026, 11:47","6 Abr 2026, 13:16","","Extensão Lombar Maquina",,"",2,"warmup",87.5,5,,,
"Lower A","6 Abr 2026, 11:47","6 Abr 2026, 13:16","","Extensão Lombar Maquina",,"",3,"failure",100,7,,,
"Lower A","6 Abr 2026, 11:47","6 Abr 2026, 13:16","","Extensão Lombar Maquina",,"",4,"failure",100,10,,,
"Lower A","6 Abr 2026, 11:47","6 Abr 2026, 13:16","","Hiperextensão De Quadril",,"",0,"warmup",18.75,8,,,
"Lower A","6 Abr 2026, 11:47","6 Abr 2026, 13:16","","Hiperextensão De Quadril",,"",1,"warmup",26.25,7,,,
"Lower A","6 Abr 2026, 11:47","6 Abr 2026, 13:16","","Hiperextensão De Quadril",,"",2,"failure",41.25,6,,,
"Lower A","6 Abr 2026, 11:47","6 Abr 2026, 13:16","","Cadeira Extensora (Máquina)",,"",0,"failure",95,7,,,
"Lower A","6 Abr 2026, 11:47","6 Abr 2026, 13:16","","Extensão de Panturrilha (Máquina)",,"",0,"warmup",40,10,,,
