"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Legs 2","19 Set 2024, 06:03","19 Set 2024, 07:55","","Cadeira Extensora (Máquina)",,"",0,"failure",41.3,10,,,
"Legs 2","19 Set 2024, 06:03","19 Set 2024, 07:55","","Cadeira Extensora (Máquina)",,"",1,"failure",44,10,,,
"Upper","18 Set 2024, 06:16","18 Set 2024, 07:58","","Puxada Alta na Polia (Máquina)",,"",0,"warmup",18,12,,,
"Upper","18 Set 2024, 06:16","18 Set 2024, 07:58","","Puxada Alta na Polia (Máquina)",,"",1,"warmup",25,10,,,
"Upper","18 Set 2024, 06:16","18 Set 2024, 07:58","","Puxada Alta na Polia (Máquina)",,"",2,"failure",39,8,,,
"Upper","18 Set 2024, 06:16","18 Set 2024, 07:58","","Puxada Alta na Polia (Máquina)",,"",3,"failure",39,9,,,
"Upper","18 Set 2024, 06:16","18 Set 2024, 07:58","","Puxada Alta na Polia (Máquina)",,"",4,"failure",39,8,,,
"Upper","18 Set 2024, 06:16","18 Set 2024, 07:58","","Supino Sentado (Máquina)",,"",0,"failure",39,9,,,
"Upper","18 Set 2024, 06:16","18 Set 2024, 07:58","","Supino Sentado (Máquina)",,"",1,"failure",39,9,,,
"Upper","18 Set 2024, 06:16","18 Set 2024, 07:58","","Supino Sentado (Máquina)",,"",2,"warmup",13,10,,,
"Upper","18 Set 2024, 06:16","18 Set 2024, 07:58","","Elevação Lateral (Halter)",,"",0,"failure",22.5,12,,,
"Upper","18 Set 2024, 06:16","18 Set 2024, 07:58","","Elevação Lateral (Halter)",,"",1,"failure",22.5,12,,,
"Upper","18 Set 2024, 06:16","18 Set 2024, 07:58","","Elevação Lateral (Halter)",,"",2,"failure",25,8,,,
"Upper","18 Set 2024, 06:16","18 Set 2024, 07:58","","Elevação Lateral (Halter)",,"",3,"warmup",10,10,,,
"Upper","18 Set 2024, 06:16","18 Set 2024, 07:58","","Desenvolvimento (Halter)",,"",0,"failure",27,10,,,
"Upper","18 Set 2024, 06:16","18 Set 2024, 07:58","","Desenvolvimento (Halter)",,"",1,"failure",27,11,,,
"Upper","18 Set 2024, 06:16","18 Set 2024, 07:58","","Desenvolvimento (Halter)",,"",2,"warmup",13,19,,,
"Upper","18 Set 2024, 06:16","18 Set 2024, 07:58","","Rosca Direta na Polia",,"",0,"failure",45,10,,,
"Upper","18 Set 2024, 06:16","18 Set 2024, 07:58","","Rosca Direta na Polia",,"",1,"failure",45,9,,,
"Upper","18 Set 2024, 06:16","18 Set 2024, 07:58","","Rosca Direta na Polia",,"",2,"failure",45,8,,,
"Upper","18 Set 2024, 06:16","18 Set 2024, 07:58","","Rosca Direta na Polia",,"",3,"warmup",15,10,,,
"Upper","18 Set 2024, 06:16","18 Set 2024, 07:58","","Tríceps na Polia",,"",0,"failure",35,9,,,
"Upper","18 Set 2024, 06:16","18 Set 2024, 07:58","","Tríceps na Polia",,"",1,"failure",35,9,,,
"Upper","18 Set 2024, 06:16","18 Set 2024, 07:58","","Tríceps na Polia",,"",2,"warmup",15,10,,,
"Upper","18 Set 2024, 06:16","18 Set 2024, 07:58","","Extensão de Tríceps na Polia (Máquina)",,"",0,"failure",10,10,,,
"Upper","18 Set 2024, 06:16","18 Set 2024, 07:58","","Extensão de Tríceps na Polia (Máquina)",,"",1,"failure",10,11,,,
"Legs 1","17 Set 2024, 06:12","17 Set 2024, 08:00","","Elevação Pélvica (Barra)",,"",0,"warmup",,12,,,
"Legs 1","17 Set 2024, 06:12","17 Set 2024, 08:00","","Elevação Pélvica (Barra)",,"",1,"warmup",10,10,,,
"Legs 1","17 Set 2024, 06:12","17 Set 2024, 08:00","","Elevação Pélvica (Barra)",,"",2,"failure",30,14,,,
"Legs 1","17 Set 2024, 06:12","17 Set 2024, 08:00","","Elevação Pélvica (Barra)",,"",3,"failure",32.5,11,,,
"Legs 1","17 Set 2024, 06:12","17 Set 2024, 08:00","","Elevação Pélvica (Barra)",,"",4,"failure",35,10,,,
"Legs 1","17 Set 2024, 06:12","17 Set 2024, 08:00","","Leg Press 45° Unilateral",,"",0,"warmup",,6,,,
"Legs 1","17 Set 2024, 06:12","17 Set 2024, 08:00","","Leg Press 45° Unilateral",,"",1,"warmup",40,8,,,
"Legs 1","17 Set 2024, 06:12","17 Set 2024, 08:00","","Leg Press 45° Unilateral",,"",2,"failure",40,8,,,
"Legs 1","17 Set 2024, 06:12","17 Set 2024, 08:00","","Abdução De Quadril No Cabo",,"",0,"failure",25,12,,,
"Legs 1","17 Set 2024, 06:12","17 Set 2024, 08:00","","Abdução De Quadril No Cabo",,"",1,"failure",30,10,,,
"Legs 1","17 Set 2024, 06:12","17 Set 2024, 08:00","","Abdução De Quadril No Cabo",,"",2,"failure",35,10,,,
"Legs 1","17 Set 2024, 06:12","17 Set 2024, 08:00","","Abdução De Quadril No Cabo",,"",3,"warmup",10,12,,,
"Legs 1","17 Set 2024, 06:12","17 Set 2024, 08:00","","Hiperextensão De Quadril",,"",0,"failure",30,12,,,
"Legs 1","17 Set 2024, 06:12","17 Set 2024, 08:00","","Hiperextensão De Quadril",,"",1,"failure",35,9,,,
"Legs 1","17 Set 2024, 06:12","17 Set 2024, 08:00","","Hiperextensão De Quadril",,"",2,"failure",35,11,,,
"Legs 1","17 Set 2024, 06:12","17 Set 2024, 08:00","","Cadeira Flexora (Máquina)",,"",0,"failure",43,13,,,
"Legs 1","17 Set 2024, 06:12","17 Set 2024, 08:00","","Cadeira Flexora (Máquina)",,"",1,"failure",44,8,,,
"Legs 2","14 Set 2024, 09:36","14 Set 2024, 11:37","","Agachamento Búlgaro",,"",0,"warmup",9,10,,,
"Legs 2","14 Set 2024, 09:36","14 Set 2024, 11:37","","Agachamento Búlgaro",,"",1,"warmup",10,10,,,
"Legs 2","14 Set 2024, 09:36","14 Set 2024, 11:37","","Agachamento Búlgaro",,"",2,"failure",17.5,11,,,
"Legs 2","14 Set 2024, 09:36","14 Set 2024, 11:37","","Agachamento Búlgaro",,"",3,"failure",17.5,7,,,
"Legs 2","14 Set 2024, 09:36","14 Set 2024, 11:37","","Stiff",,"",0,"warmup",20,8,,,
"Legs 2","14 Set 2024, 09:36","14 Set 2024, 11:37","","Stiff",,"",1,"warmup",30,8,,,
"Legs 2","14 Set 2024, 09:36","14 Set 2024, 11:37","","Stiff",,"",2,"failure",40,7,,,
"Legs 2","14 Set 2024, 09:36","14 Set 2024, 11:37","","Stiff",,"",3,"failure",40,8,,,
"Legs 2","14 Set 2024, 09:36","14 Set 2024, 11:37","","Abdução De Quadril No Cabo",,"",0,"failure",15,10,,,
"Legs 2","14 Set 2024, 09:36","14 Set 2024, 11:37","","Abdução De Quadril No Cabo",,"",1,"failure",25,11,,,
"Legs 2","14 Set 2024, 09:36","14 Set 2024, 11:37","","Abdução De Quadril No Cabo",,"",2,"failure",25,12,,,
"Legs 2","14 Set 2024, 09:36","14 Set 2024, 11:37","","Extensão De Perna Unilateral (Máquina)",,"",0,"failure",25,10,,,
"Legs 2","14 Set 2024, 09:36","14 Set 2024, 11:37","","Extensão De Perna Unilateral (Máquina)",,"",1,"failure",25,9,,,
"Legs 2","14 Set 2024, 09:36","14 Set 2024, 11:37","","Extensão De Perna Unilateral (Máquina)",,"",2,"failure",25,10,,,
"Legs 2","14 Set 2024, 09:36","14 Set 2024, 11:37","","Extensão De Perna Unilateral (Máquina)",,"",3,"warmup",10,10,,,
"Legs 2","14 Set 2024, 09:36","14 Set 2024, 11:37","","Cadeira Abdutora (Máquina)",,"",0,"failure",50,13,,,
"Legs 2","14 Set 2024, 09:36","14 Set 2024, 11:37","","Cadeira Abdutora (Máquina)",,"",1,"failure",77,9,,,
"Legs 2","14 Set 2024, 09:36","14 Set 2024, 11:37","","Cadeira Extensora (Máquina)",,"",0,"failure",47,9,,,
"Legs 2","14 Set 2024, 09:36","14 Set 2024, 11:37","","Cadeira Extensora (Máquina)",,"",1,"failure",47,12,,,
"Legs 2","14 Set 2024, 09:36","14 Set 2024, 11:37","","Cadeira Extensora (Máquina)",,"",2,"failure",47,13,,,
"Upper","13 Set 2024, 19:28","13 Set 2024, 20:52","","Puxada Alta na Polia (Máquina)",,"",0,"warmup",18,10,,,
"Upper","13 Set 2024, 19:28","13 Set 2024, 20:52","","Puxada Alta na Polia (Máquina)",,"",1,"warmup",25,8,,,
"Upper","13 Set 2024, 19:28","13 Set 2024, 20:52","","Puxada Alta na Polia (Máquina)",,"",2,"failure",39,11,,,
"Upper","13 Set 2024, 19:28","13 Set 2024, 20:52","","Puxada Alta na Polia (Máquina)",,"",3,"failure",39,9,,,
"Upper","13 Set 2024, 19:28","13 Set 2024, 20:52","","Puxada Alta na Polia (Máquina)",,"",4,"failure",39,7,,,
"Upper","13 Set 2024, 19:28","13 Set 2024, 20:52","","Supino Sentado (Máquina)",,"",0,"failure",39,8,,,
"Upper","13 Set 2024, 19:28","13 Set 2024, 20:52","","Supino Sentado (Máquina)",,"",1,"failure",39,6,,,
"Upper","13 Set 2024, 19:28","13 Set 2024, 20:52","","Elevação Lateral (Halter)",,"",0,"failure",22.5,10,,,
"Upper","13 Set 2024, 19:28","13 Set 2024, 20:52","","Elevação Lateral (Halter)",,"",1,"failure",22.5,8,,,
"Upper","13 Set 2024, 19:28","13 Set 2024, 20:52","","Elevação Lateral (Halter)",,"",2,"failure",22.5,9,,,
"Upper","13 Set 2024, 19:28","13 Set 2024, 20:52","","Desenvolvimento (Halter)",,"",0,"failure",27,10,,,
"Upper","13 Set 2024, 19:28","13 Set 2024, 20:52","","Desenvolvimento (Halter)",,"",1,"failure",27,10,,,
"Upper","13 Set 2024, 19:28","13 Set 2024, 20:52","","Rosca Direta na Polia",,"",0,"failure",40,13,,,
"Upper","13 Set 2024, 19:28","13 Set 2024, 20:52","","Rosca Direta na Polia",,"",1,"failure",45,8,,,
"Upper","13 Set 2024, 19:28","13 Set 2024, 20:52","","Rosca Direta na Polia",,"",2,"failure",45,8,,,
"Upper","13 Set 2024, 19:28","13 Set 2024, 20:52","","Tríceps na Polia",,"",0,"failure",35,10,,,
"Upper","13 Set 2024, 19:28","13 Set 2024, 20:52","","Tríceps na Polia",,"",1,"failure",35,5,,,
"Upper","13 Set 2024, 19:28","13 Set 2024, 20:52","","Extensão de Tríceps na Polia (Máquina)",,"",0,"failure",10,11,,,
"Upper","13 Set 2024, 19:28","13 Set 2024, 20:52","","Extensão de Tríceps na Polia (Máquina)",,"",1,"failure",10,12,,,
"Legs 1","9 Set 2024, 06:50","9 Set 2024, 08:07","","Elevação Pélvica (Barra)",,"",0,"warmup",10,13,,,
"Legs 1","9 Set 2024, 06:50","9 Set 2024, 08:07","","Elevação Pélvica (Barra)",,"",1,"warmup",10,10,,,
"Legs 1","9 Set 2024, 06:50","9 Set 2024, 08:07","","Elevação Pélvica (Barra)",,"",2,"failure",30,11,,,
"Legs 1","9 Set 2024, 06:50","9 Set 2024, 08:07","","Elevação Pélvica (Barra)",,"",3,"failure",30,9,,,
"Legs 1","9 Set 2024, 06:50","9 Set 2024, 08:07","","Elevação Pélvica (Barra)",,"",4,"failure",30,9,,,
"Legs 1","9 Set 2024, 06:50","9 Set 2024, 08:07","","Leg Press 45° Unilateral",,"Aquecimebto bilateral",0,"warmup",40,10,,,
"Legs 1","9 Set 2024, 06:50","9 Set 2024, 08:07","","Leg Press 45° Unilateral",,"Aquecimebto bilateral",1,"failure",40,5,,,
"Legs 1","9 Set 2024, 06:50","9 Set 2024, 08:07","","Hiperextensão De Quadril",,"",0,"failure",30,8,,,
"Legs 1","9 Set 2024, 06:50","9 Set 2024, 08:07","","Hiperextensão De Quadril",,"",1,"failure",30,10,,,
"Legs 1","9 Set 2024, 06:50","9 Set 2024, 08:07","","Hiperextensão De Quadril",,"",2,"failure",30,10,,,
"Legs 1","9 Set 2024, 06:50","9 Set 2024, 08:07","","Cadeira Flexora (Máquina)",,"",0,"failure",43,10,,,
"Legs 1","9 Set 2024, 06:50","9 Set 2024, 08:07","","Cadeira Flexora (Máquina)",,"",1,"failure",43,10,,,
"Upper","6 Set 2024, 19:56","6 Set 2024, 21:10","","Puxada Alta na Polia (Máquina)",,"",0,"warmup",18,15,,,
"Upper","6 Set 2024, 19:56","6 Set 2024, 21:10","","Puxada Alta na Polia (Máquina)",,"",1,"warmup",25,9,,,
"Upper","6 Set 2024, 19:56","6 Set 2024, 21:10","","Puxada Alta na Polia (Máquina)",,"",2,"failure",39,6,,,
"Upper","6 Set 2024, 19:56","6 Set 2024, 21:10","","Puxada Alta na Polia (Máquina)",,"",3,"failure",39,8,,,
"Upper","6 Set 2024, 19:56","6 Set 2024, 21:10","","Puxada Alta na Polia (Máquina)",,"",4,"failure",39,8,,,
"Upper","6 Set 2024, 19:56","6 Set 2024, 21:10","","Supino Sentado (Máquina)",,"",0,"failure",32,9,,,
"Upper","6 Set 2024, 19:56","6 Set 2024, 21:10","","Supino Sentado (Máquina)",,"",1,"failure",39,6,,,
"Upper","6 Set 2024, 19:56","6 Set 2024, 21:10","","Elevação Lateral (Halter)",,"",0,"failure",20,10,,,
"Upper","6 Set 2024, 19:56","6 Set 2024, 21:10","","Elevação Lateral (Halter)",,"",1,"failure",22.5,10,,,
"Upper","6 Set 2024, 19:56","6 Set 2024, 21:10","","Elevação Lateral (Halter)",,"",2,"failure",22.5,10,,,
"Upper","6 Set 2024, 19:56","6 Set 2024, 21:10","","Desenvolvimento (Halter)",,"",0,"failure",27,8,,,
"Upper","6 Set 2024, 19:56","6 Set 2024, 21:10","","Desenvolvimento (Halter)",,"",1,"failure",27,8,,,
"Upper","6 Set 2024, 19:56","6 Set 2024, 21:10","","Rosca Direta na Polia",,"",0,"failure",40,8,,,
"Upper","6 Set 2024, 19:56","6 Set 2024, 21:10","","Rosca Direta na Polia",,"",1,"failure",40,8,,,
"Upper","6 Set 2024, 19:56","6 Set 2024, 21:10","","Rosca Direta na Polia",,"",2,"failure",40,8,,,
"Upper","6 Set 2024, 19:56","6 Set 2024, 21:10","","Tríceps na Polia",,"",0,"failure",35,9,,,
"Upper","6 Set 2024, 19:56","6 Set 2024, 21:10","","Tríceps na Polia",,"",1,"failure",35,11,,,
"Upper","6 Set 2024, 19:56","6 Set 2024, 21:10","","Extensão de Tríceps na Polia (Máquina)",,"",0,"failure",10,6,,,
"Upper","6 Set 2024, 19:56","6 Set 2024, 21:10","","Extensão de Tríceps na Polia (Máquina)",,"",1,"failure",10,6,,,
"Legs 1","5 Set 2024, 06:32","5 Set 2024, 08:09","","Elevação Pélvica (Barra)",,"",0,"warmup",,12,,,
"Legs 1","5 Set 2024, 06:32","5 Set 2024, 08:09","","Elevação Pélvica (Barra)",,"",1,"warmup",10,10,,,
"Legs 1","5 Set 2024, 06:32","5 Set 2024, 08:09","","Elevação Pélvica (Barra)",,"",2,"failure",20,13,,,
"Legs 1","5 Set 2024, 06:32","5 Set 2024, 08:09","","Elevação Pélvica (Barra)",,"",3,"failure",30,10,,,
"Legs 1","5 Set 2024, 06:32","5 Set 2024, 08:09","","Elevação Pélvica (Barra)",,"",4,"failure",35,8,,,
"Legs 1","5 Set 2024, 06:32","5 Set 2024, 08:09","","Leg Press 45° Unilateral",,"",0,"warmup",20,10,,,
"Legs 1","5 Set 2024, 06:32","5 Set 2024, 08:09","","Leg Press 45° Unilateral",,"",1,"warmup",30,10,,,
"Legs 1","5 Set 2024, 06:32","5 Set 2024, 08:09","","Leg Press 45° Unilateral",,"",2,"failure",40,8,,,
"Legs 1","5 Set 2024, 06:32","5 Set 2024, 08:09","","Abdução De Quadril No Cabo",,"",0,"failure",20,10,,,
"Legs 1","5 Set 2024, 06:32","5 Set 2024, 08:09","","Abdução De Quadril No Cabo",,"",1,"failure",25,9,,,
"Legs 1","5 Set 2024, 06:32","5 Set 2024, 08:09","","Abdução De Quadril No Cabo",,"",2,"failure",25,12,,,
"Legs 1","5 Set 2024, 06:32","5 Set 2024, 08:09","","Hiperextensão De Quadril",,"",0,"failure",25,11,,,
"Legs 1","5 Set 2024, 06:32","5 Set 2024, 08:09","","Hiperextensão De Quadril",,"",1,"failure",25,16,,,
"Legs 1","5 Set 2024, 06:32","5 Set 2024, 08:09","","Hiperextensão De Quadril",,"",2,"failure",30,16,,,
"Legs 1","5 Set 2024, 06:32","5 Set 2024, 08:09","","Cadeira Flexora (Máquina)",,"",0,"failure",43,10,,,
"Legs 1","5 Set 2024, 06:32","5 Set 2024, 08:09","","Cadeira Flexora (Máquina)",,"",1,"failure",43,10,,,
"Upper","4 Set 2024, 19:04","4 Set 2024, 20:27","","Puxada Alta na Polia (Máquina)",,"",0,"warmup",11,15,,,
"Upper","4 Set 2024, 19:04","4 Set 2024, 20:27","","Puxada Alta na Polia (Máquina)",,"",1,"warmup",25,9,,,
"Upper","4 Set 2024, 19:04","4 Set 2024, 20:27","","Puxada Alta na Polia (Máquina)",,"",2,"failure",39,8,,,
"Upper","4 Set 2024, 19:04","4 Set 2024, 20:27","","Puxada Alta na Polia (Máquina)",,"",3,"failure",39,9,,,
"Upper","4 Set 2024, 19:04","4 Set 2024, 20:27","","Puxada Alta na Polia (Máquina)",,"",4,"failure",39,8,,,
"Upper","4 Set 2024, 19:04","4 Set 2024, 20:27","","Supino Sentado (Máquina)",,"",0,"failure",3,14,,,
"Upper","4 Set 2024, 19:04","4 Set 2024, 20:27","","Supino Sentado (Máquina)",,"",1,"failure",4,7,,,
"Upper","4 Set 2024, 19:04","4 Set 2024, 20:27","","Elevação Lateral (Halter)",,"",0,"failure",17.5,10,,,
"Upper","4 Set 2024, 19:04","4 Set 2024, 20:27","","Elevação Lateral (Halter)",,"",1,"failure",20,8,,,
"Upper","4 Set 2024, 19:04","4 Set 2024, 20:27","","Elevação Lateral (Halter)",,"",2,"failure",22.5,11,,,
"Upper","4 Set 2024, 19:04","4 Set 2024, 20:27","","Desenvolvimento (Halter)",,"",0,"failure",27,8,,,
"Upper","4 Set 2024, 19:04","4 Set 2024, 20:27","","Desenvolvimento (Halter)",,"",1,"failure",27,9,,,
"Upper","4 Set 2024, 19:04","4 Set 2024, 20:27","","Rosca Direta na Polia",,"",0,"failure",40,8,,,
"Upper","4 Set 2024, 19:04","4 Set 2024, 20:27","","Rosca Direta na Polia",,"",1,"failure",40,10,,,
"Upper","4 Set 2024, 19:04","4 Set 2024, 20:27","","Rosca Direta na Polia",,"",2,"failure",40,9,,,
"Upper","4 Set 2024, 19:04","4 Set 2024, 20:27","","Tríceps na Polia",,"",0,"failure",30,10,,,
"Upper","4 Set 2024, 19:04","4 Set 2024, 20:27","","Tríceps na Polia",,"",1,"failure",35,8,,,
"Upper","4 Set 2024, 19:04","4 Set 2024, 20:27","","Extensão de Tríceps na Polia (Máquina)",,"",0,"failure",10,8,,,
"Upper","4 Set 2024, 19:04","4 Set 2024, 20:27","","Extensão de Tríceps na Polia (Máquina)",,"",1,"failure",10,8,,,
"Upper","2 Set 2024, 06:18","2 Set 2024, 07:52","","Puxada Alta na Polia (Máquina)",,"Placas W2 ficou mt pesado",0,"warmup",4,20,,,
"Upper","2 Set 2024, 06:18","2 Set 2024, 07:52","","Puxada Alta na Polia (Máquina)",,"Placas W2 ficou mt pesado",1,"warmup",25,15,,,
"Upper","2 Set 2024, 06:18","2 Set 2024, 07:52","","Puxada Alta na Polia (Máquina)",,"Placas W2 ficou mt pesado",2,"failure",39,5,,,
"Upper","2 Set 2024, 06:18","2 Set 2024, 07:52","","Puxada Alta na Polia (Máquina)",,"Placas W2 ficou mt pesado",3,"failure",39,5,,,
"Upper","2 Set 2024, 06:18","2 Set 2024, 07:52","","Puxada Alta na Polia (Máquina)",,"Placas W2 ficou mt pesado",4,"failure",34,8,,,
"Upper","2 Set 2024, 06:18","2 Set 2024, 07:52","","Supino Sentado (Máquina)",,"",0,"failure",39,7,,,
"Upper","2 Set 2024, 06:18","2 Set 2024, 07:52","","Supino Sentado (Máquina)",,"",1,"failure",39,6,,,
"Upper","2 Set 2024, 06:18","2 Set 2024, 07:52","","Supino Sentado (Máquina)",,"",2,"warmup",13,10,,,
"Upper","2 Set 2024, 06:18","2 Set 2024, 07:52","","Elevação Lateral (Halter)",,"",0,"failure",17.5,12,,,
"Upper","2 Set 2024, 06:18","2 Set 2024, 07:52","","Elevação Lateral (Halter)",,"",1,"failure",20,8,,,
"Upper","2 Set 2024, 06:18","2 Set 2024, 07:52","","Elevação Lateral (Halter)",,"",2,"failure",20,10,,,
"Upper","2 Set 2024, 06:18","2 Set 2024, 07:52","","Elevação Lateral (Halter)",,"",3,"warmup",5,10,,,
"Upper","2 Set 2024, 06:18","2 Set 2024, 07:52","","Desenvolvimento (Halter)",,"",0,"failure",23,12,,,
"Upper","2 Set 2024, 06:18","2 Set 2024, 07:52","","Desenvolvimento (Halter)",,"",1,"failure",27,9,,,
"Upper","2 Set 2024, 06:18","2 Set 2024, 07:52","","Rosca Direta na Polia",,"",0,"failure",40,10,,,
"Upper","2 Set 2024, 06:18","2 Set 2024, 07:52","","Rosca Direta na Polia",,"",1,"failure",40,9,,,
"Upper","2 Set 2024, 06:18","2 Set 2024, 07:52","","Rosca Direta na Polia",,"",2,"failure",40,7,,,
"Upper","2 Set 2024, 06:18","2 Set 2024, 07:52","","Tríceps na Polia",,"",0,"failure",35,11,,,
"Upper","2 Set 2024, 06:18","2 Set 2024, 07:52","","Tríceps na Polia",,"",1,"failure",35,6,,,
"Upper","2 Set 2024, 06:18","2 Set 2024, 07:52","","Tríceps na Polia",,"",2,"failure",30,12,,,
"Upper","2 Set 2024, 06:18","2 Set 2024, 07:52","","Extensão de Tríceps na Polia (Máquina)",,"",0,"failure",10,10,,,
"Legs 2","1 Set 2024, 09:28","1 Set 2024, 11:33","","Agachamento Búlgaro",,"",0,"warmup",10,10,,,
"Legs 2","1 Set 2024, 09:28","1 Set 2024, 11:33","","Agachamento Búlgaro",,"",1,"warmup",10,10,,,
"Legs 2","1 Set 2024, 09:28","1 Set 2024, 11:33","","Agachamento Búlgaro",,"",2,"failure",12.5,10,,,
"Legs 2","1 Set 2024, 09:28","1 Set 2024, 11:33","","Agachamento Búlgaro",,"",3,"failure",12.5,10,,,
"Legs 2","1 Set 2024, 09:28","1 Set 2024, 11:33","","Stiff",,"",0,"warmup",36,11,,,
"Legs 2","1 Set 2024, 09:28","1 Set 2024, 11:33","","Stiff",,"",1,"warmup",56,7,,,
"Legs 2","1 Set 2024, 09:28","1 Set 2024, 11:33","","Stiff",,"",2,"failure",56,9,,,
"Legs 2","1 Set 2024, 09:28","1 Set 2024, 11:33","","Abdução De Quadril No Cabo",,"",0,"failure",15,12,,,
"Legs 2","1 Set 2024, 09:28","1 Set 2024, 11:33","","Abdução De Quadril No Cabo",,"",1,"failure",20,9,,,
"Legs 2","1 Set 2024, 09:28","1 Set 2024, 11:33","","Abdução De Quadril No Cabo",,"",2,"failure",20,11,,,
"Legs 2","1 Set 2024, 09:28","1 Set 2024, 11:33","","Abdução De Quadril No Cabo",,"",3,"warmup",5,15,,,
"Legs 2","1 Set 2024, 09:28","1 Set 2024, 11:33","","Extensão De Perna Unilateral (Máquina)",,"",0,"failure",20,10,,,
"Legs 2","1 Set 2024, 09:28","1 Set 2024, 11:33","","Extensão De Perna Unilateral (Máquina)",,"",1,"failure",25,10,,,
"Legs 2","1 Set 2024, 09:28","1 Set 2024, 11:33","","Extensão De Perna Unilateral (Máquina)",,"",2,"failure",25,8,,,
"Legs 2","1 Set 2024, 09:28","1 Set 2024, 11:33","","Cadeira Abdutora (Máquina)",,"Kgs em placas",0,"failure",7,12,,,
"Legs 2","1 Set 2024, 09:28","1 Set 2024, 11:33","","Cadeira Abdutora (Máquina)",,"Kgs em placas",1,"failure",8,13,,,
"Legs 2","1 Set 2024, 09:28","1 Set 2024, 11:33","","Cadeira Extensora (Máquina)",,"",0,"failure",45,14,,,
"Legs 2","1 Set 2024, 09:28","1 Set 2024, 11:33","","Cadeira Extensora (Máquina)",,"",1,"failure",52,12,,,
"Legs 2","1 Set 2024, 09:28","1 Set 2024, 11:33","","Cadeira Extensora (Máquina)",,"",2,"failure",52,15,,,
"Upper","31 Ago 2024, 09:41","31 Ago 2024, 11:15","","Puxada Alta na Polia (Máquina)",,"",0,"warmup",11,20,,,
"Upper","31 Ago 2024, 09:41","31 Ago 2024, 11:15","","Puxada Alta na Polia (Máquina)",,"",1,"warmup",25,15,,,
"Upper","31 Ago 2024, 09:41","31 Ago 2024, 11:15","","Puxada Alta na Polia (Máquina)",,"",2,"failure",39,7,,,
"Upper","31 Ago 2024, 09:41","31 Ago 2024, 11:15","","Puxada Alta na Polia (Máquina)",,"",3,"failure",39,8,,,
"Upper","31 Ago 2024, 09:41","31 Ago 2024, 11:15","","Puxada Alta na Polia (Máquina)",,"",4,"failure",39,8,,,
"Upper","31 Ago 2024, 09:41","31 Ago 2024, 11:15","","Supino Sentado (Máquina)",,"",0,"failure",32.5,16,,,
"Upper","31 Ago 2024, 09:41","31 Ago 2024, 11:15","","Supino Sentado (Máquina)",,"",1,"failure",39,7,,,
"Upper","31 Ago 2024, 09:41","31 Ago 2024, 11:15","","Supino Sentado (Máquina)",,"",2,"warmup",13,8,,,
"Upper","31 Ago 2024, 09:41","31 Ago 2024, 11:15","","Elevação Lateral (Halter)",,"",0,"failure",15,13,,,
"Upper","31 Ago 2024, 09:41","31 Ago 2024, 11:15","","Elevação Lateral (Halter)",,"",1,"failure",17.5,12,,,
"Upper","31 Ago 2024, 09:41","31 Ago 2024, 11:15","","Elevação Lateral (Halter)",,"",3,"warmup",5,10,,,
"Upper","31 Ago 2024, 09:41","31 Ago 2024, 11:15","","Desenvolvimento (Halter)",,"",0,"failure",23,15,,,
"Upper","31 Ago 2024, 09:41","31 Ago 2024, 11:15","","Desenvolvimento (Halter)",,"",1,"failure",27,9,,,
"Upper","31 Ago 2024, 09:41","31 Ago 2024, 11:15","","Rosca Direta na Polia",,"",0,"failure",40,10,,,
"Upper","31 Ago 2024, 09:41","31 Ago 2024, 11:15","","Rosca Direta na Polia",,"",1,"failure",40,7,,,
"Upper","31 Ago 2024, 09:41","31 Ago 2024, 11:15","","Rosca Direta na Polia",,"",2,"failure",40,8,,,
"Upper","31 Ago 2024, 09:41","31 Ago 2024, 11:15","","Tríceps na Polia",,"",0,"failure",35,10,,,
"Upper","31 Ago 2024, 09:41","31 Ago 2024, 11:15","","Tríceps na Polia",,"",1,"failure",35,10,,,
"Upper","31 Ago 2024, 09:41","31 Ago 2024, 11:15","","Extensão de Tríceps na Polia (Máquina)",,"",0,"failure",10,7,,,
"Upper","31 Ago 2024, 09:41","31 Ago 2024, 11:15","","Extensão de Tríceps na Polia (Máquina)",,"",1,"failure",10,10,,,
"Legs 3","30 Ago 2024, 06:27","30 Ago 2024, 07:41","","Cadeira Flexora (Máquina)",,"",0,"warmup",9,20,,,
"Legs 3","30 Ago 2024, 06:27","30 Ago 2024, 07:41","","Cadeira Flexora (Máquina)",,"",1,"warmup",14,20,,,
"Legs 3","30 Ago 2024, 06:27","30 Ago 2024, 07:41","","Cadeira Flexora (Máquina)",,"",2,"failure",30,16,,,
"Legs 3","30 Ago 2024, 06:27","30 Ago 2024, 07:41","","Cadeira Flexora (Máquina)",,"",3,"failure",43,7,,,
"Legs 3","30 Ago 2024, 06:27","30 Ago 2024, 07:41","","Cadeira Adutora (Máquina)",,"Placas",0,"failure",6,8,,,
"Legs 3","30 Ago 2024, 06:27","30 Ago 2024, 07:41","","Cadeira Adutora (Máquina)",,"Placas",1,"failure",7,8,,,
"Legs 3","30 Ago 2024, 06:27","30 Ago 2024, 07:41","","Elevação de Panturrilha Sentado (Máquina)",,"",0,"failure",24,9,,,
